decision_function,is_anomaly
0.036043849573772824,0
0.03066511422469642,0
0.04943024648579325,0
0.03553347559046549,0
0.05631785020971081,0
0.04784120886601906,0
0.024467798143138764,0
0.022530029357514747,0
0.04539996636517274,0
0.057853975268660096,0
-0.03799815635524045,1
-0.01351435378016369,1
0.008549714076037274,0
0.05876831235086066,0
-0.02834132254771754,1
-0.010005458156366609,1
0.03582468383108789,0
0.057853975268660096,0
0.04377868601121032,0
0.022530029357514747,0
0.040483946551522654,0
0.05897319351897856,0
0.04972695565939583,0
0.05002084624891856,0
0.041286296046203874,0
0.057853975268660096,0
0.03954064354637732,0
-0.01380762250814338,1
0.042380297493579855,0
0.05801335988596773,0
0.04942447085083457,0
0.026552918498079725,0
0.026581273109547,0
0.05801335988596773,0
0.050487287639121914,0
-0.010253187191804514,1
0.040740494770550584,0
0.05801335988596773,0
-0.02639630559072864,1
0.038306417971128603,0
0.05424661426099947,0
0.05897319351897856,0
0.0040881493630058885,0
-0.01351435378016369,1
0.02365452228450171,0
0.0577685022054823,0
-0.031449371091636036,1
0.02903667000099347,0
0.049054450665944216,0
0.0332024205262097,0
0.04878435535573722,0
0.049966591967747775,0
0.05990531140576755,0
0.058871220008998304,0
-0.007349925004814961,1
0.027029890352611052,0
0.05164839441628877,0
0.05659728638413003,0
-0.022373156736500033,1
0.0013945501214774336,0
0.049555784057183194,0
0.057900628741150595,0
0.0379880410107899,0
0.039712942836968856,0
0.05230496244950705,0
0.05801335988596773,0
0.050107861431393064,0
-0.02642643803028677,1
0.05978065163681334,0
0.05996275105516996,0
0.04901417394605345,0
0.04628929524323866,0
0.057309165032097154,0
0.057900628741150595,0
0.04377868601121032,0
0.03628864649242852,0
0.004800159512774904,0
0.0577685022054823,0
0.0345693170145957,0
0.03170014543919286,0
0.05772162379982948,0
0.05884660229323241,0
0.04720409204144527,0
-0.021037127251946064,1
-0.004446678708789675,1
0.0577685022054823,0
-0.023038917150454086,1
0.04010336441757478,0
0.05081915861749381,0
0.03228509903660859,0
0.04871025781967647,0
0.04768448601035202,0
0.05631785020971081,0
0.0603009495818298,0
-0.02266095261753287,1
-0.02359712361666194,1
-0.02847577287798203,1
0.011733235159458733,0
-0.031449371091636036,1
-0.026295068371650188,1
0.01806831963963129,0
0.03146966238848237,0
0.03617634583058743,0
0.036783848371783445,0
0.03804779538465575,0
0.0577685022054823,0
-0.02834132254771754,1
-0.01380762250814338,1
0.007435241554564709,0
0.0577685022054823,0
0.04853231732469643,0
-0.029538026672646656,1
0.034903546662536644,0
0.0542098769099994,0
0.0488922925455062,0
0.03799465265421337,0
0.05458176585246621,0
0.055864994647026156,0
-0.02739539058410878,1
-0.017583543957663483,1
0.007541509862649343,0
0.03472432442409645,0
0.03750316558158345,0
0.044980238523047944,0
0.03999327586280277,0
0.059063114487865,0
0.05313707526287881,0
0.03628864649242852,0
0.02365452228450171,0
0.057139167475526,0
0.050757123521101066,0
0.0382145331002669,0
0.03999327586280277,0
0.05940985062878712,0
0.05083516005202371,0
0.028217171429900156,0
0.058887392128954774,0
0.05647444058852269,0
0.05083516005202371,0
0.048374414283455514,0
0.05288309068910829,0
0.022976503087514533,0
-0.02639630559072864,1
-0.0022546050643416637,1
0.0577273605743609,0
0.0577685022054823,0
0.04972695565939583,0
-0.01844676590889288,1
0.007820338945212446,0
0.036078629064851875,0
0.0532406169211283,0
0.045702929936402625,0
0.05656245018717154,0
0.0577685022054823,0
0.05305354637880472,0
0.049706877563927554,0
0.05081915861749381,0
0.0577685022054823,0
0.03617634583058743,0
0.048374414283455514,0
0.036043849573772824,0
0.0577685022054823,0
0.02277187436748057,0
0.04768448601035202,0
0.05904339618268423,0
0.06004903655948296,0
0.03750316558158345,0
0.005074834575916731,0
0.05512046703108331,0
0.06116146704867792,0
0.051053951853372526,0
0.04519326185247041,0
0.05779700389429393,0
0.0577685022054823,0
0.043783992697317586,0
0.045539599720749,0
0.0577273605743609,0
0.059241179189226556,0
0.04972695565939583,0
0.048374414283455514,0
0.05843477769950145,0
0.0577685022054823,0
0.050674296500108684,0
0.03553347559046549,0
0.05288309068910829,0
0.06061040852245664,0
0.050107861431393064,0
0.04984138682981576,0
0.026581273109547,0
0.06026482747804629,0
0.04942447085083457,0
0.048374414283455514,0
0.059286586414226905,0
0.0577685022054823,0
0.05286374991729126,0
0.02948419760134452,0
0.04823365134953683,0
0.06015723379243321,0
0.03750316558158345,0
0.039712942836968856,0
0.05722944358076981,0
0.05801335988596773,0
0.05006604744598153,0
0.048374414283455514,0
0.04930520216038836,0
0.0577685022054823,0
-0.0010006700703404925,1
0.03543480876646682,0
0.05978065163681334,0
0.0577685022054823,0
0.0345693170145957,0
0.04166068011866336,0
0.035163869226782885,0
0.06026482747804629,0
0.04878435535573722,0
0.028507551911712115,0
0.05081915861749381,0
0.0577685022054823,0
0.050107861431393064,0
0.003347481694108534,0
0.05711547975384601,0
0.0599361532556531,0
0.03127643538738589,0
0.04984138682981576,0
0.047648197127909075,0
0.06026482747804629,0
0.009935083577767956,0
0.005074834575916731,0
0.055735550264124856,0
0.05871070061251127,0
0.05013324104428868,0
0.012411160337311933,0
0.040740494770550584,0
0.05871070061251127,0
0.050757123521101066,0
0.0382145331002669,0
0.027643999911741934,0
0.05924957078771659,0
0.0530203905189921,0
0.048374414283455514,0
